StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Consent form,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q1,Q2,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q8,Q9,Q10_1,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q11,Q11_8_TEXT,Q12,Q13,Q13_6_TEXT,Q14,Q14_9_TEXT,Q15,Q16,Q16_3_TEXT,Q17,Q17_7_TEXT,Q18,Q19,Q19_3_TEXT,Q20,Q20_8_TEXT,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_7_TEXT,Q21_8,Q21_8_TEXT,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_6_TEXT,Q24_7,Q24_7_TEXT,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q26_8_TEXT,Q26_9,Q26_9_TEXT,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q27_1,Q27_2,Q27_1,Q27_2,Q30_1,Q30_2,Q31,Q32,Q33_1,Q34_1,Q35_1,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q36,Q37,Q38,Q49,Q39
2022-06-16 10:54:33,2022-06-16 11:55:41,IP Address,76.233.88.184,100,3668,True,2022-06-16 11:55:42,R_12sC3Sspi43KhRM,,,,,38.8113,-121.2643,anonymous,EN,981.859,982.3,983.061,2,I agree,132.052,133.592,135.218,3,California,California,531.554,531.947,532.924,2,Effective communication.scheduling and time management,16-20% of total capacity,80,30.535,32.323,33.301,3,21-50% savings per month,,Yes,Lower savings,,4-6 years,,Yes,Longer terms,,$101-$250,,Yes,Lower cancellation fees,,"Yes, terms will converge and become more customer friendly",,1.79,99.798,100.88,8,Moderately important,Slightly important,Slightly important,Not at all important,Slightly important,Slightly important,,,,,Very important,Moderately important,Very important,Moderately important,Very important,,,,,Probably yes,Probably not,Might or might not,Probably yes,Might or might not,Probably yes,Probably yes,,,,,45.986,48.927,49.458,5,3-5%,6-8%,5-10%,11-15%,Within first year of operation,Within 1-3 years,Yes,Identify threats and hazards of concern,Slightly likely,70,30,45.712,46.895,47.912,3,Yes,Registration is easier,Have no effect on,Yes,
2022-06-16 10:54:29,2022-06-16 11:55:44,IP Address,100.15.27.8,100,3675,True,2022-06-16 11:55:45,R_2bUbZ3aewz21K09,,,,,38.6273,-76.9859,anonymous,EN,978.709,979.083,979.832,2,I agree,137.61,140.432,141.937,5,California,California,536.356,536.804,537.713,2,Effective communication.scheduling and time management,16-20% of total capacity,80,36.48,38.08,39.251,3,16-20% savings per month,,Yes,Lower savings,,4-6 years,,Yes,Longer terms,,$101-$250,,Yes,Lower cancellation fees,,"Yes, terms will converge and become more customer friendly",,2.576,95.317,96.506,8,Slightly important,Not at all important,Slightly important,Moderately important,Slightly important,Slightly important,,,,,Very important,Moderately important,Very important,Moderately important,Very important,,,,,Might or might not,Definitely yes,Probably yes,Definitely yes,Probably yes,Might or might not,Probably yes,,,,,56.971,59.122,59.63,6,6-8%,3-5%,11-15%,11-15%,Within 1-3 years,Within first year of operation,Yes,Identify threats and hazards of concern,Moderately likely,30,70,39.265,39.673,40.377,2,Yes,Registration is easier,Have no effect on,Yes,
2022-06-16 10:54:27,2022-06-16 11:55:48,IP Address,69.250.123.2,100,3680,True,2022-06-16 11:55:48,R_Ra9Bj7tuV3t88F3,,,,,39.3046,-76.6412,anonymous,EN,974.924,975.264,975.96,2,I agree,144.192,145.906,147.678,3,California,California,541.427,541.828,542.616,2,Effective communication.scheduling and time management,16-20% of total capacity,80,42.695,44.134,44.829,3,21-50% savings per month,,Yes,Lower savings,,7-10 years,,Yes,Shorter terms,,$1-$100,,Yes,Lower cancellation fees,,"Yes, terms will converge and become more customer friendly",,5.123,89.216,92.331,8,Moderately important,Slightly important,Moderately important,Slightly important,Moderately important,Slightly important,,,,,Very important,Moderately important,Very important,Extremely important,Very important,,,,,Might or might not,Probably yes,Definitely yes,Probably yes,Might or might not,Probably yes,Definitely yes,,,,,67.01,69.939,70.515,7,9-11%,6-8%,5-10%,11-15%,Within 1-3 years,Within first year of operation,Yes,Identify threats and hazards of concern,Slightly likely,65,35,31.093,32.032,32.817,3,Yes,Registration is easier,Have no effect on,Yes,
2022-06-16 10:54:23,2022-06-16 11:55:49,IP Address,207.229.101.1,100,3685,True,2022-06-16 11:55:49,R_2YfggDdol3E7k3m,,,,,30.6483,-88.2297,anonymous,EN,973.039,973.039,973.716,1,I agree,149.891,151.327,152.794,3,California,California,547.094,547.445,548.21,2,Effective communication.scheduling and time management,16-20% of total capacity,80,49.659,51.516,52.483,3,21-50% savings per month,,Yes,Higher savings,,1-3 years,,Yes,Shorter terms,,$101-$250,,Yes,Lower cancellation fees,,"Yes, terms will converge and become less customer friendly",,8.873,63.757,64.829,8,Slightly important,Not at all important,Slightly important,Moderately important,Slightly important,Slightly important,,,,,Very important,Moderately important,Very important,Extremely important,Very important,,,,,Might or might not,Probably yes,Might or might not,Probably yes,Definitely yes,Probably yes,Probably yes,,,,,66.434,69.202,69.842,5,6-8%,9-11%,11-15%,5-10%,Within first year of operation,Within 1-3 years,Yes,Identify threats and hazards of concern,Slightly likely,35,65,24.842,25.884,26.559,3,Yes,Registration is easier,Have no effect on,Yes,
2022-06-16 10:54:19,2022-06-16 11:55:52,IP Address,24.214.54.86,100,3693,True,2022-06-16 11:55:52,R_2pVr22xko4piY49,,,,,34.7095,-86.7361,anonymous,EN,968.063,968.521,969.233,2,I agree,155.335,156.707,158.44,3,California,California,552.132,552.464,553.444,2,Effective communication.scheduling and time management,16-20% of total capacity,80,56.355,58.112,59.063,3,21-50% savings per month,,Yes,Lower savings,,4-6 years,,Yes,Shorter terms,,$101-$250,,Yes,Lower cancellation fees,,"Yes, terms will converge and become more customer friendly",,11.771,62.184,62.912,8,Slightly important,Slightly important,Slightly important,Not at all important,Slightly important,Slightly important,,,,,Moderately important,Very important,Moderately important,Very important,Extremely important,,,,,Might or might not,Probably yes,Might or might not,Probably yes,Probably yes,Might or might not,Probably yes,,,,,85.405,87.755,88.285,6,3-5%,6-8%,16-20%,11-15%,Within first year of operation,Within 1-3 years,Yes,Identify threats and hazards of concern,Slightly likely,45,55,17.111,17.486,18.189,2,Yes,Registration is easier,Have no effect on,Yes,
2022-06-16 10:54:16,2022-06-16 11:55:55,IP Address,107.146.189.190,100,3699,True,2022-06-16 11:55:55,R_3HB7LmcX2eBKH3R,,,,,33.324,-86.9699,anonymous,EN,964.656,965.148,965.818,2,I agree,160.3,161.758,163.247,3,California,California,556.921,557.266,557.986,2,Effective communication.scheduling and time management,16-20% of total capacity,100,66.436,67.925,68.971,3,21-50% savings per month,,Yes,Higher savings,,4-6 years,,Yes,Longer terms,,$251-$500,,Yes,Lower cancellation fees,,"Yes, terms will converge and become more customer friendly",,16.553,60.199,61.985,8,Moderately important,Slightly important,Moderately important,Slightly important,Moderately important,Slightly important,,,,,Very important,Moderately important,Very important,Extremely important,Very important,,,,,Might or might not,Probably yes,Might or might not,Probably yes,Might or might not,Probably yes,Probably yes,,,,,92.324,95.697,96.475,6,3-5%,,11-15%,16-20%,Within 1-3 years,Within 3-5 years,Yes,Identify threats and hazards of concern,Slightly likely,55,45,11.916,12.353,12.975,2,Yes,Registration is easier,Have no effect on,Yes,
2022-06-16 10:54:10,2022-06-16 11:55:56,IP Address,107.214.228.24,100,3705,True,2022-06-16 11:55:57,R_TkgKjMyclIopZFD,,,,,34.7446,-86.6714,anonymous,EN,915.4,963.01,963.895,4,I agree,165.084,169.57,171.14,3,California,California,567.49,567.903,568.731,2,Effective communication.scheduling and time management,16-20% of total capacity,100,74.958,76.438,77.178,3,21-50% savings per month,,Yes,Lower savings,,4-6 years,,Yes,Longer terms,,$251-$500,,Yes,Lower cancellation fees,,"Yes, terms will converge and become more customer friendly",,18.57,28.317,30.037,9,Moderately important,Slightly important,Very important,Moderately important,Slightly important,Moderately important,,,,,Very important,Moderately important,Very important,Extremely important,Very important,Very important,,,,Might or might not,Might or might not,Might or might not,,Probably yes,Might or might not,Probably yes,,,,,107.272,110.232,110.799,5,3-5%,6-8%,5-10%,11-15%,Within 1-3 years,Within 3-5 years,Yes,Identify threats and hazards of concern,Moderately likely,60,40,4.125,4.905,5.246,2,Yes,Registration is easier,Have no effect on,Yes,
2022-06-16 11:53:36,2022-06-16 11:58:37,IP Address,24.16.217.247,100,300,True,2022-06-16 11:58:37,R_qFyW4rw0M3vp3YB,,,,,47.3798,-122.2893,anonymous,EN,1.4,1.4,2.071,1,I agree,1.3,5.94,6.254,5,"Connecticut,Idaho,Iowa,Vermont","California,District of Columbia,Illinois,Maine",22.642,22.642,23.522,1,Don't know at this moment,11-15% of total capacity,100,2.136,5.888,6.438,4,16-20% savings per month,,Yes,Lower savings,,16-20 years,,Yes,Shorter terms,,$101-$250,,Yes,Higher cancellation fees,,"Yes, terms will diverge and become more differentiated based on project size, geography, market, etc.",,1.709,8.804,9.442,9,Moderately important,Moderately important,Slightly important,Very important,Slightly important,Moderately important,Moderately important,,Moderately important,,Slightly important,Moderately important,Moderately important,Very important,Slightly important,Moderately important,,Moderately important,,Might or might not,Might or might not,Probably not,Might or might not,Probably yes,Probably not,Might or might not,,,,,2.774,12.998,13.708,6,6-8%,6-8%,11-15%,11-15%,Within 1-3 years,Within 3-5 years,Yes,Don't know at this moment,Slightly unlikely,50,2018,0.736,0.736,1.366,1,Yes,Don't know at this moment,Don't know at this moment,Yes,
2022-06-16 11:55:38,2022-06-16 12:02:07,IP Address,173.66.115.148,100,388,True,2022-06-16 12:02:07,R_VKXMQHbbEObuxkB,,,,,38.8579,-77.0602,anonymous,EN,1.086,3.262,4.647,4,I agree,4.211,8.243,12.6,2,"Arizona,Arkansas","District of Columbia,Illinois",54.233,54.233,55.919,1,Don't know at this moment,11-15% of total capacity,500,0.859,3.323,4.39,2,6-10% savings per month,,Yes,Lower savings,,7-10 years,,Yes,Shorter terms,,$251-$500,,Yes,Lower cancellation fees,,"Yes, terms will diverge and become more differentiated based on project size, geography, market, etc.",,2.374,24.504,25.224,21,Slightly important,Moderately important,Slightly important,Very important,Moderately important,Slightly important,Moderately important,,Slightly important,,Moderately important,Slightly important,Very important,Moderately important,Slightly important,Very important,,Moderately important,,Might or might not,Probably not,Might or might not,Probably yes,Probably not,Might or might not,Might or might not,Probably yes,,Probably not,,1.463,4.223,5.841,5,6-8%,6-8%,11-15%,11-15%,Within 3-5 years,Within 1-3 years,Yes,Don't know at this moment,Slightly unlikely,40,2,1.107,1.898,2.204,2,Yes,Don't know at this moment,Don't know at this moment,Yes,
2022-06-16 11:59:04,2022-06-16 12:12:20,IP Address,73.6.63.96,100,795,True,2022-06-16 12:12:20,R_vJlQhtCaVT3GxYR,,,,,30.2121,-95.5263,anonymous,EN,1.807,1.807,2.353,1,I agree,45.793,48.46,49.261,3,Colorado,Colorado,62.163,62.383,63.09,2,I don't want to answer that question,11-15% of total capacity,500,59.595,60.909,61.425,3,6-10% savings per month,,No,,,7-10 years,,No,,,$251-$500,,No,,,"No, terms will likely stay consistent",,1.239,3.55,4.354,15,Slightly important,Moderately important,Moderately important,Very important,Moderately important,Slightly important,Not at all important,,Not at all important,,Moderately important,Moderately important,Slightly important,Very important,Very important,Not at all important,,Not at all important,,Probably not,Might or might not,Might or might not,Probably yes,Might or might not,Probably not,Probably not,Definitely not,,Definitely not,,59.294,60.738,63.192,5,3-5%,6-8%,5-10%,11-15%,Within first year of operation,Within first year of operation,Yes,I don't want to answer that question,Neither likely nor unlikely,60,3,40.35,40.35,41.084,1,No,,User acquisition,Yes,
2022-06-16 11:59:06,2022-06-16 12:12:21,IP Address,207.230.69.147,100,795,True,2022-06-16 12:12:22,R_1GD3Wje3Tr5zgTO,,,,,33.9259,-86.4741,anonymous,EN,3.18,3.505,3.954,2,I agree,41.748,42.4,44.12,2,Colorado,Colorado,54.009,54.195,55.301,2,I don't want to answer that question,11-15% of total capacity,600,53.804,55.909,56.181,5,6-10% savings per month,,No,,,7-10 years,,Yes,Longer terms,,$251-$500,,No,,,"Yes, terms will converge and become less customer friendly",,6.685,10.067,10.778,15,Very important,Very important,Very important,Very important,Moderately important,Slightly important,Not at all important,,Not at all important,,Moderately important,Moderately important,Moderately important,Moderately important,Moderately important,Not at all important,,Not at all important,,Might or might not,Might or might not,Probably yes,Might or might not,Might or might not,Probably not,Probably not,Definitely not,,Definitely not,,52.862,54.287,54.668,6,6-8%,3-5%,11-15%,5-10%,Within first year of operation,Within first year of operation,Yes,I don't want to answer that question,Slightly unlikely,20,2,52.359,53.764,54.08,5,No,,User acquisition,Yes,
2022-06-16 11:59:08,2022-06-16 12:12:22,IP Address,172.2.195.99,100,794,True,2022-06-16 12:12:22,R_pRuJFrldsPfi2gp,,,,,33.5813,-85.8321,anonymous,EN,5.398,6.212,6.401,4,I agree,36.517,39.6,39.854,5,Colorado,Colorado,48.971,49.254,50.001,2,I don't want to answer that question,11-15% of total capacity,700,48.5,49.506,50.023,3,6-10% savings per month,,No,,,11-15 years,,No,,,$251-$500,,No,,,"Yes, terms will converge and become more customer friendly",,12.969,15.496,16.235,11,Very important,Very important,Moderately important,Moderately important,Moderately important,Slightly important,Not at all important,,Not at all important,,Slightly important,Slightly important,Slightly important,Slightly important,Slightly important,Not at all important,,Not at all important,,Probably not,Might or might not,Probably yes,Probably yes,Probably yes,Might or might not,Probably not,Definitely not,,Definitely not,,46.211,47.59,48,5,3-5%,6-8%,5-10%,11-15%,Within 1-3 years,Within 1-3 years,Yes,I don't want to answer that question,Slightly likely,30,2,58.916,59.15,59.469,2,No,,User acquisition,Yes,
2022-06-16 11:59:10,2022-06-16 12:12:23,IP Address,24.21.143.36,100,793,True,2022-06-16 12:12:24,R_12mTWF9ZvAUWX9p,,,,,44.5928,-123.2746,anonymous,EN,6.023,6.272,6.694,2,I agree,32.115,33.181,34.767,2,Colorado,Colorado,42.831,43.089,43.878,2,I don't want to answer that question,11-15% of total capacity,1000,42.261,43.711,43.925,4,6-10% savings per month,,No,,,11-15 years,,No,,,$251-$500,,No,,,"Yes, terms will converge and become less customer friendly",,17.372,21.345,22.182,15,Moderately important,Moderately important,Moderately important,Moderately important,Slightly important,Slightly important,Not at all important,,Not at all important,,Very important,Moderately important,Very important,Very important,Very important,Not at all important,,Not at all important,,Might or might not,Might or might not,Probably yes,Probably yes,Might or might not,Might or might not,Probably not,Definitely not,,Definitely not,,37.682,39.113,39.86,5,6-8%,6-8%,5-10%,5-10%,Within first year of operation,Within first year of operation,Yes,I don't want to answer that question,Slightly unlikely,15,2,64.342,64.606,64.931,2,No,,User acquisition,Yes,
2022-06-16 11:59:11,2022-06-16 12:12:25,IP Address,73.19.123.149,100,793,True,2022-06-16 12:12:26,R_1N5kCfBdz1AkWuy,,,,,47.6276,-122.6431,anonymous,EN,8.029,8.295,8.665,2,I agree,23.661,28.63,30.708,3,Colorado,Colorado,35.277,35.521,36.584,2,I don't want to answer that question,11-15% of total capacity,900,36.629,37.783,38.37,3,16-20% savings per month,,No,,,11-15 years,,No,,,$251-$500,,No,,,"Yes, terms will diverge and become more differentiated based on project size, geography, market, etc.",,24.584,26.926,27.813,9,Very important,Very important,Moderately important,Moderately important,Slightly important,Slightly important,Not at all important,,Not at all important,,Very important,Very important,Moderately important,Moderately important,Slightly important,Not at all important,,Not at all important,,Probably not,Probably not,Probably yes,Probably yes,Probably yes,Might or might not,Might or might not,Definitely not,,Definitely not,,28.617,30.062,30.681,6,3-5%,3-5%,5-10%,5-10%,Within 1-3 years,Within 1-3 years,Yes,I don't want to answer that question,Slightly unlikely,20,5,70.774,71.017,71.39,2,No,,User acquisition,Yes,
2022-06-16 11:59:14,2022-06-16 12:12:27,IP Address,98.43.108.166,100,792,True,2022-06-16 12:12:27,R_25zKPGjTv3X04bD,,,,,39.6796,-104.9626,anonymous,EN,9.516,10.129,10.418,3,I agree,18.347,19.966,21.856,2,Colorado,Colorado,31.874,32.091,32.936,2,I don't want to answer that question,11-15% of total capacity,800,30.062,31.403,31.852,4,11-15% savings per month,,No,,,11-15 years,,No,,,$251-$500,,No,,,"No, terms will likely stay consistent",,28.327,32.087,32.396,10,Very important,Very important,Very important,Moderately important,Moderately important,Moderately important,Not at all important,,Not at all important,,Very important,Very important,Moderately important,Slightly important,Moderately important,Not at all important,,Not at all important,,Probably yes,Probably yes,Might or might not,Might or might not,Probably not,Probably not,Definitely not,Definitely not,,Definitely not,,22.549,24.153,24.57,6,3-5%,3-5%,5-10%,5-10%,Within first year of operation,Within first year of operation,Yes,I don't want to answer that question,Neither likely nor unlikely,50,5,77.336,77.608,77.945,2,No,,User acquisition,Yes,
2022-06-16 11:59:16,2022-06-16 12:12:28,IP Address,64.56.18.231,100,792,True,2022-06-16 12:12:28,R_1q27LjW8WyLelup,,,,,30.3064,-90.9427,anonymous,EN,11.769,12.444,12.707,3,I agree,12.165,14.021,15.655,3,Colorado,Colorado,27.668,27.856,29.162,2,I don't want to answer that question,11-15% of total capacity,1110,24.738,26.465,26.707,5,11-15% savings per month,,No,,,7-10 years,,No,,,$251-$500,,No,,,"No, terms will likely stay consistent",,1.768,42.37,42.571,11,Very important,Moderately important,Very important,Moderately important,Slightly important,Not at all important,Not at all important,,Not at all important,,Very important,Moderately important,Very important,Moderately important,Slightly important,Not at all important,,Not at all important,,Might or might not,Might or might not,Probably yes,Probably yes,Might or might not,Probably not,Probably not,Definitely not,,Definitely not,,16.681,18.141,18.62,6,3-5%,3-5%,5-10%,5-10%,Within 1-3 years,Within first year of operation,Yes,I don't want to answer that question,Slightly unlikely,40,4,83.478,83.74,84.055,2,No,,User acquisition,Yes,
